sequence_id,account_id,split,seq_len,label,recon_error,anomaly_score
C1995455020,C1995455020,train,4,1.0,0.28046095,0.32712948
C1845662039,C1845662039,train,6,1.0,0.18269137,0.20437895
C638473168,C638473168,train,4,1.0,0.17479086,0.1944598
C776089262,C776089262,train,3,1.0,0.14958568,0.16281448
C1454683123,C1454683123,train,11,1.0,0.3888366,0.46319598
C1087566727,C1087566727,train,21,1.0,0.3106329,0.36501062
C417640852,C417640852,train,8,1.0,0.20423223,0.23142368
C578681858,C578681858,train,14,1.0,0.22265705,0.2545562
C1443408255,C1443408255,train,21,1.0,0.31775331,0.37395033
C1505545472,C1505545472,train,23,1.0,0.31848213,0.37486538
C1326115881,C1326115881,train,37,1.0,0.38606605,0.45971754
C1877061834,C1877061834,train,22,1.0,0.1935004,0.21794978
C1512170124,C1512170124,train,4,1.0,0.17098667,0.1896836
C1102443690,C1102443690,train,26,1.0,0.27492133,0.32017443
C512979582,C512979582,train,11,1.0,0.188274,0.21138799
C940718761,C940718761,train,6,1.0,0.14787532,0.16066712
C617022852,C617022852,train,25,1.0,0.32350135,0.38116705
C1469065727,C1469065727,train,35,1.0,0.31660286,0.37250593
C277547037,C277547037,train,3,1.0,0.12203103,0.1282194
C1383721742,C1383721742,train,8,1.0,0.19682962,0.22212964
C845870432,C845870432,train,19,1.0,0.29197294,0.34158286
C781288209,C781288209,train,3,1.0,0.10696649,0.10930574
C1765590670,C1765590670,train,14,1.0,0.19189796,0.2159379
C500640535,C500640535,train,27,1.0,0.3270642,0.3856402
C301912677,C301912677,train,11,1.0,0.19282918,0.21710706
C1229046559,C1229046559,train,15,1.0,0.23793107,0.27373287
C1540253595,C1540253595,train,7,1.0,0.15396063,0.16830727
C358568461,C358568461,train,5,1.0,0.32907593,0.38816598
C782534893,C782534893,train,20,1.0,0.3604615,0.42757082
C1786318719,C1786318719,train,3,1.0,0.081179485,0.07692995
C823304803,C823304803,train,3,1.0,0.13281544,0.1417593
C2051326295,C2051326295,train,3,1.0,0.17003976,0.18849476
C1939942308,C1939942308,train,3,1.0,0.17332835,0.19262362
C574444599,C574444599,train,29,1.0,0.29170334,0.3412444
C623650025,C623650025,train,18,1.0,0.20549677,0.23301132
C1092639004,C1092639004,train,7,1.0,0.21297072,0.24239492
C997122049,C997122049,train,7,1.0,0.12186202,0.1280072
C1696524301,C1696524301,train,18,1.0,0.3051675,0.35814875
C600157960,C600157960,train,8,1.0,0.20054142,0.22678985
C677415412,C677415412,train,3,1.0,0.086825654,0.08401876
C1777824686,C1777824686,train,12,1.0,0.2389991,0.27507377
C1972142839,C1972142839,train,4,1.0,0.17471416,0.1943635
C1138178950,C1138178950,train,26,1.0,0.34244028,0.40494502
C2119966588,C2119966588,train,8,1.0,0.13409783,0.14336936
C923916676,C923916676,train,5,1.0,0.2768135,0.32255006
C38219456,C38219456,train,26,1.0,0.34217036,0.40460613
C247007952,C247007952,train,19,1.0,0.25906184,0.30026272
C193366588,C193366588,train,7,1.0,0.36542705,0.4338051
C971747448,C971747448,train,27,1.0,0.3120809,0.36682856
C408852113,C408852113,train,5,1.0,0.511913,0.6177194
C1349213118,C1349213118,train,9,1.0,0.11940623,0.12492394
C1907987459,C1907987459,train,4,1.0,0.18197688,0.20348191
C2021539165,C2021539165,train,3,1.0,0.16293266,0.17957173
C1448973297,C1448973297,train,6,1.0,0.12879628,0.13671322
C1742807255,C1742807255,train,3,1.0,0.26735428,0.31067392
C867904898,C867904898,train,3,1.0,0.094167925,0.09323704
C1751785530,C1751785530,train,18,1.0,0.36100173,0.4282491
C2072772190,C2072772190,train,26,1.0,0.2909749,0.3403298
C1289962694,C1289962694,train,5,1.0,0.15312052,0.16725251
C189328986,C189328986,train,10,1.0,0.48882604,0.58873355
C1672803928,C1672803928,train,14,1.0,0.24012266,0.2764844
C1576761892,C1576761892,train,10,1.0,0.7279613,0.88896984
C943844631,C943844631,train,4,1.0,0.16548686,0.18277855
C1847574055,C1847574055,train,9,1.0,0.19230086,0.21644375
C1366404133,C1366404133,train,16,1.0,0.22820523,0.261522
C635621973,C635621973,train,11,1.0,0.37866524,0.45042577
C1919783086,C1919783086,train,27,1.0,0.36513624,0.43344
C1850704979,C1850704979,train,14,1.0,0.38017672,0.45232344
C1258404685,C1258404685,train,5,1.0,0.07650578,0.07106207
C2093110061,C2093110061,train,9,1.0,0.28953338,0.33851996
C252489504,C252489504,train,9,1.0,0.16945758,0.18776383
C571026687,C571026687,train,15,1.0,0.20962076,0.23818903
C379003317,C379003317,train,3,1.0,0.115288764,0.119754426
C227208955,C227208955,train,5,1.0,0.12750241,0.13508876
C1505894809,C1505894809,train,17,1.0,0.25907752,0.3002824
C2045107453,C2045107453,train,11,1.0,0.26506498,0.3077997
C801412408,C801412408,train,46,1.0,0.3998581,0.47703356
C380842084,C380842084,train,26,1.0,0.3032484,0.3557393
C818905702,C818905702,train,3,1.0,0.2336817,0.26839772
C1509838482,C1509838482,train,11,1.0,0.27025834,0.31432
C1515597867,C1515597867,train,3,1.0,0.3823618,0.45506683
C184933792,C184933792,train,5,1.0,0.094417535,0.09355043
C1766850055,C1766850055,train,18,1.0,0.25948873,0.30079868
C110885488,C110885488,train,21,1.0,0.378316,0.44998726
C937194908,C937194908,train,20,1.0,0.40447065,0.48282468
C1949246780,C1949246780,train,27,1.0,0.25898835,0.30017045
C437134310,C437134310,train,4,1.0,0.19615638,0.22128439
C315895571,C315895571,train,6,1.0,0.1893529,0.21274257
C45991423,C45991423,train,13,1.0,0.32657436,0.38502523
C2069990042,C2069990042,train,4,1.0,0.15439226,0.16884919
C98804816,C98804816,train,12,1.0,0.22683461,0.25980115
C1450016862,C1450016862,train,5,1.0,0.18982871,0.21333994
C1907001338,C1907001338,train,5,1.0,0.15368572,0.16796212
C1400878121,C1400878121,train,17,1.0,0.3087045,0.36258948
C1714931087,C1714931087,train,10,1.0,0.28621808,0.3343576
C1280720462,C1280720462,train,9,1.0,0.17229202,0.19132249
C1203056408,C1203056408,train,11,1.0,0.3650926,0.43338522
C1985253789,C1985253789,train,18,1.0,0.31694427,0.37293458
C450042361,C450042361,train,11,1.0,0.2585894,0.29966953
C203085340,C203085340,train,11,1.0,0.2515782,0.29086694
C1771620140,C1771620140,train,19,1.0,0.2280493,0.2613262
C1609670189,C1609670189,train,3,1.0,0.25640953,0.2969327
C472522184,C472522184,train,7,1.0,0.24261013,0.27960745
C97431469,C97431469,train,5,1.0,0.1331706,0.14220522
C835842447,C835842447,train,18,1.0,0.21968538,0.25082523
C1837471455,C1837471455,train,9,1.0,0.20059593,0.22685827
C1160422569,C1160422569,train,12,1.0,0.34971327,0.41407633
C1253659543,C1253659543,train,4,1.0,0.14199384,0.15328287
C810413951,C810413951,train,8,1.0,0.20309566,0.22999671
C610496257,C610496257,train,3,1.0,0.15912233,0.17478783
C1721762273,C1721762273,train,6,1.0,0.12816408,0.1359195
C1650770381,C1650770381,train,6,1.0,0.12149342,0.12754443
C2143409210,C2143409210,train,38,1.0,0.3625786,0.43022886
C1436350970,C1436350970,train,10,1.0,0.21385504,0.24350521
C359887652,C359887652,train,7,1.0,0.18477087,0.20698978
C465144377,C465144377,train,7,1.0,0.23990884,0.27621597
C516790131,C516790131,train,3,1.0,0.26984307,0.31379864
C978822470,C978822470,train,34,1.0,0.3406009,0.4026357
C792885931,C792885931,train,21,1.0,0.32616365,0.3845096
C136499939,C136499939,train,14,1.0,0.23958859,0.27581388
C567898668,C567898668,train,7,1.0,0.20902786,0.23744462
C312345,C312345,train,6,1.0,0.110639326,0.11391702
C1430251334,C1430251334,train,6,1.0,0.15599304,0.17085898
C1736623686,C1736623686,train,14,1.0,0.20917048,0.23762369
C386229497,C386229497,train,35,1.0,0.32213464,0.37945113
C1736477135,C1736477135,train,10,1.0,0.2628117,0.30497068
C752204591,C752204591,train,6,1.0,0.1536919,0.16796988
C1480876722,C1480876722,train,14,1.0,0.32391274,0.38168356
C1011899331,C1011899331,train,14,1.0,0.2549764,0.29513338
C62441091,C62441091,train,4,1.0,0.21569157,0.24581097
C1786011910,C1786011910,train,38,1.0,0.30356053,0.35613117
C2113246492,C2113246492,train,10,1.0,0.22782893,0.26104954
C1267169674,C1267169674,train,5,1.0,0.22471762,0.25714326
C1800726477,C1800726477,train,9,1.0,0.29084697,0.3401692
C1820811459,C1820811459,train,29,1.0,0.3361524,0.39705056
C1212610718,C1212610718,train,10,1.0,0.3136893,0.36884794
C1464476266,C1464476266,train,5,1.0,0.15003555,0.1633793
C271238521,C271238521,train,3,1.0,0.094224535,0.09330811
C1385992736,C1385992736,train,11,1.0,0.3173419,0.3734338
C1071160283,C1071160283,train,3,1.0,0.06122189,0.05187302
C1602479999,C1602479999,train,6,1.0,0.12964557,0.13777952
C345070872,C345070872,train,8,1.0,0.29696193,0.3478466
C2097224214,C2097224214,train,8,1.0,0.18505596,0.2073477
C1312990529,C1312990529,train,5,1.0,0.36383688,0.43180865
C416664710,C416664710,train,22,1.0,0.35358164,0.4189331
C450191991,C450191991,train,3,1.0,0.13044223,0.13877973
C2103550727,C2103550727,train,10,1.0,0.23838189,0.27429888
C264905244,C264905244,train,7,1.0,0.14046963,0.1513692
C851594091,C851594091,train,5,1.0,0.17428114,0.19381984
C554878096,C554878096,train,3,1.0,0.35666353,0.42280242
C1060758741,C1060758741,train,40,1.0,0.3271421,0.38573802
C553554525,C553554525,train,11,1.0,0.28796116,0.33654603
C1835087777,C1835087777,train,10,1.0,0.32277766,0.38025844
C596058183,C596058183,train,12,1.0,0.28812906,0.33675686
C2104637765,C2104637765,train,12,1.0,0.2892325,0.33814222
C1089130504,C1089130504,train,7,1.0,0.25492144,0.2950644
C221905096,C221905096,train,5,1.0,0.10260946,0.10383546
C617614244,C617614244,train,4,1.0,0.11363203,0.11767439
C1750548903,C1750548903,train,19,1.0,0.4183993,0.5003122
C929286459,C929286459,train,50,1.0,0.3099172,0.36411205
C1530198582,C1530198582,train,7,1.0,0.38158494,0.45409146
C1934689735,C1934689735,train,11,1.0,0.25120986,0.29040447
C1626435934,C1626435934,train,4,1.0,0.1275272,0.1351199
C2075566592,C2075566592,train,16,1.0,0.2864507,0.33464965
C1364144454,C1364144454,train,5,1.0,0.18949856,0.21292543
C1669827303,C1669827303,train,13,1.0,0.28983033,0.3388928
C1009564356,C1009564356,train,28,1.0,0.36540592,0.43377858
C155793474,C155793474,train,16,1.0,0.22098432,0.25245607
C1072055067,C1072055067,train,5,1.0,0.3081051,0.36183694
C57886357,C57886357,train,7,1.0,0.32432184,0.38219717
C1428539340,C1428539340,train,43,1.0,0.25241092,0.29191244
C940087282,C940087282,train,12,1.0,0.28451684,0.3322217
C1572482192,C1572482192,train,13,1.0,0.25242838,0.29193434
C1822682019,C1822682019,train,17,1.0,0.2782924,0.32440683
C857162108,C857162108,train,3,1.0,0.0731638,0.06686619
C585602438,C585602438,train,18,1.0,0.340943,0.4030652
C1129375709,C1129375709,train,8,1.0,0.21190058,0.24105136
C1902245575,C1902245575,train,5,1.0,0.28171417,0.3287029
C2062695733,C2062695733,train,14,1.0,0.25031242,0.28927773
C453454325,C453454325,train,4,1.0,0.18540229,0.20778254
C69373122,C69373122,train,6,1.0,0.22692509,0.25991476
C2119085039,C2119085039,train,6,1.0,0.23787273,0.27365962
C1699565892,C1699565892,train,21,1.0,0.38635215,0.46007675
C403681217,C403681217,train,10,1.0,0.21637101,0.24666403
C463737708,C463737708,train,3,1.0,0.14530376,0.1574385
C12493912,C12493912,train,11,1.0,0.1602898,0.17625359
C1317594509,C1317594509,train,37,1.0,0.30851632,0.3623532
C883310788,C883310788,train,7,1.0,0.32157832,0.37875268
C514505298,C514505298,train,21,1.0,0.26116154,0.30289888
C2135931580,C2135931580,train,6,1.0,0.6275139,0.76285726
C965571904,C965571904,train,25,1.0,0.3195069,0.376152
C664770316,C664770316,train,24,1.0,0.38480937,0.45813978
C903739271,C903739271,train,8,1.0,0.22465672,0.2570668
C2104870243,C2104870243,train,3,1.0,0.17424855,0.19377892
C1439182488,C1439182488,train,12,1.0,0.44297302,0.5311647
C1822459038,C1822459038,train,12,1.0,0.34081793,0.40290815
C1444631311,C1444631311,train,7,1.0,0.18044548,0.20155922
C1463443911,C1463443911,train,4,1.0,0.31793687,0.3741808
C746009679,C746009679,train,21,1.0,0.4133166,0.49393085
C1211152705,C1211152705,train,14,1.0,0.3048834,0.35779205
C831415203,C831415203,train,26,1.0,0.3179688,0.37422088
C1265892323,C1265892323,train,10,1.0,0.29839292,0.3496432
C1219260366,C1219260366,train,9,1.0,0.33688548,0.39797094
C752698440,C752698440,train,4,1.0,0.119313635,0.124807686
C1656842502,C1656842502,train,12,1.0,0.3093013,0.36333874
C1241208981,C1241208981,train,21,1.0,0.26638266,0.30945405
C795184692,C795184692,train,14,1.0,0.24748738,0.28573087
C2090793760,C2090793760,train,12,1.0,0.2247987,0.25724503
C931612164,C931612164,train,3,1.0,0.2327821,0.26726827
C227659861,C227659861,train,14,1.0,0.470095,0.5652166
C571550397,C571550397,train,6,1.0,0.12206732,0.12826496
C1614121155,C1614121155,train,34,1.0,0.33238724,0.39232334
C1628037417,C1628037417,train,27,1.0,0.312449,0.36729074
C1828878126,C1828878126,train,4,1.0,0.14983377,0.16312596
C988553635,C988553635,train,15,1.0,0.33276403,0.39279643
C580353147,C580353147,train,10,1.0,0.2668226,0.3100064
C995043220,C995043220,train,13,1.0,0.27711844,0.32293293
C2029518292,C2029518292,train,34,1.0,0.3296618,0.38890153
C1445058573,C1445058573,train,19,1.0,0.26413953,0.3066378
C1670108631,C1670108631,train,4,1.0,0.48367333,0.5822643
C260576763,C260576763,train,19,1.0,0.28693175,0.33525363
C1873104472,C1873104472,train,23,1.0,0.28609577,0.33420402
C120557331,C120557331,train,13,1.0,0.32123387,0.37832022
C819382970,C819382970,train,5,1.0,0.13496907,0.14446321
C1690604100,C1690604100,train,3,1.0,0.12068103,0.12652446
C895432716,C895432716,train,5,1.0,0.19386843,0.21841185
C83742367,C83742367,train,4,1.0,0.09662467,0.09632151
C1017913693,C1017913693,train,36,1.0,0.34173584,0.4040606
C1533222283,C1533222283,train,7,1.0,0.34297046,0.40561068
C609529822,C609529822,train,3,1.0,0.19371606,0.21822055
C1403933655,C1403933655,train,13,1.0,0.25819322,0.29917216
C1079863947,C1079863947,train,4,1.0,0.20923987,0.23771082
C832267581,C832267581,train,6,1.0,0.17757139,0.19795077
C551483536,C551483536,train,5,1.0,0.30769023,0.36131606
C1835027188,C1835027188,train,9,1.0,0.23414637,0.26898113
C1545423847,C1545423847,train,24,1.0,0.2927043,0.3425011
C1017580631,C1017580631,train,30,1.0,0.33581832,0.3966311
C1018969803,C1018969803,train,10,1.0,0.26136896,0.30315933
C479353061,C479353061,train,9,1.0,0.22998562,0.2637573
C1194956455,C1194956455,train,4,1.0,0.19129565,0.21518171
C956555426,C956555426,train,7,1.0,0.26773563,0.31115273
C1668585491,C1668585491,train,4,1.0,0.17017716,0.18866727
C152631073,C152631073,train,8,1.0,0.26305008,0.30527
C1749677978,C1749677978,train,15,1.0,0.28310347,0.33044717
C1704088171,C1704088171,train,7,1.0,0.15270598,0.16673206
C925862909,C925862909,train,21,1.0,0.33307794,0.39319053
C1118636317,C1118636317,train,13,1.0,0.38290593,0.45575
C260162600,C260162600,train,3,1.0,0.15295635,0.1670464
C584837450,C584837450,train,18,1.0,0.27821785,0.32431325
C1332940364,C1332940364,train,4,1.0,0.11709859,0.12202668
C793059779,C793059779,train,18,1.0,0.25661802,0.29719448
C724702929,C724702929,train,20,1.0,0.27122852,0.31553808
C931676634,C931676634,train,7,1.0,0.15133144,0.16500631
C1102636619,C1102636619,train,3,1.0,0.12352431,0.13009422
C1036746993,C1036746993,train,16,1.0,0.23816544,0.2740271
C274241270,C274241270,train,22,1.0,0.34208858,0.40450346
C687989506,C687989506,train,15,1.0,0.252754,0.29234317
C1496380415,C1496380415,train,18,1.0,0.3108335,0.36526248
C1893337612,C1893337612,train,7,1.0,0.14255859,0.15399192
C583506611,C583506611,train,12,1.0,0.27378115,0.31874293
C126759793,C126759793,train,24,1.0,0.35422602,0.41974214
C161212060,C161212060,train,11,1.0,0.32905272,0.38813683
C1575356440,C1575356440,train,4,1.0,0.108250916,0.11091835
C861191162,C861191162,train,5,1.0,0.16374506,0.1805917
C1057783924,C1057783924,train,16,1.0,0.25054097,0.2895647
C1851310686,C1851310686,train,9,1.0,0.5186846,0.62622124
C1384358824,C1384358824,train,15,1.0,0.33588898,0.3967198
C1137450827,C1137450827,train,6,1.0,0.19376513,0.21828216
C744862329,C744862329,train,13,1.0,0.20183511,0.22841407
C1203351352,C1203351352,train,7,1.0,0.16101658,0.17716607
C1801176562,C1801176562,train,10,1.0,0.28864628,0.33740622
C1475995578,C1475995578,train,29,1.0,0.3440963,0.40702417
C213999906,C213999906,train,13,1.0,0.26819953,0.31173515
C1601116919,C1601116919,train,16,1.0,0.2979052,0.34903088
C1848818372,C1848818372,train,9,1.0,0.31776637,0.37396672
C1831005460,C1831005460,train,3,1.0,0.14742985,0.16010784
C162417333,C162417333,train,4,1.0,0.17429717,0.19383997
C1227606415,C1227606415,train,5,1.0,0.16123767,0.17744365
C1152394024,C1152394024,train,3,1.0,0.106222965,0.10837224
C897961171,C897961171,train,12,1.0,0.24697666,0.28508967
C76175380,C76175380,train,5,1.0,0.157778,0.17310001
C1877856948,C1877856948,train,8,1.0,0.33274543,0.39277306
C1678539826,C1678539826,train,4,1.0,0.1688679,0.18702348
C882992570,C882992570,train,19,1.0,0.24681684,0.284889
C602397056,C602397056,train,7,1.0,0.5585677,0.6762948
C1864787656,C1864787656,train,22,1.0,0.28647783,0.33468372
C1396064859,C1396064859,train,7,1.0,0.25630483,0.29680127
C177484937,C177484937,train,6,1.0,0.15495029,0.16954981
C532433222,C532433222,train,14,1.0,0.25784636,0.29873666
C1337869699,C1337869699,train,15,1.0,0.27455038,0.3197087
C658953429,C658953429,train,3,1.0,0.113518484,0.11753183
C1166671647,C1166671647,train,11,1.0,0.33368397,0.39395142
C282454606,C282454606,train,7,1.0,0.26442546,0.30699676
C2034377028,C2034377028,train,32,1.0,0.24993697,0.28880635
C1714270621,C1714270621,train,26,1.0,0.30304658,0.35548592
C1265889707,C1265889707,train,4,1.0,0.13116713,0.13968985
C1382936824,C1382936824,train,5,1.0,0.1264652,0.13378653
C1810856999,C1810856999,train,12,1.0,0.22418448,0.2564739
C154068331,C154068331,train,21,1.0,0.30927747,0.36330885
C920916112,C920916112,train,9,1.0,0.23644863,0.27187163
C599619292,C599619292,train,13,1.0,0.27967486,0.32614252
C640393193,C640393193,train,9,1.0,0.38836002,0.46259764
C882063580,C882063580,train,17,1.0,0.24647707,0.28446242
C658604431,C658604431,train,11,1.0,0.3137192,0.3688855
C2010733400,C2010733400,train,21,1.0,0.29714197,0.34807262
C2125497646,C2125497646,train,5,1.0,0.24274476,0.27977648
C1252960751,C1252960751,train,6,1.0,0.21750489,0.24808761
C72626966,C72626966,train,6,1.0,0.10382407,0.10536041
C2067322767,C2067322767,train,4,1.0,0.09663814,0.09633842
C2067401577,C2067401577,train,12,1.0,0.18788879,0.21090436
C1449793778,C1449793778,train,4,1.0,0.19609872,0.22121198
C782712589,C782712589,train,3,1.0,0.20224988,0.22893482
C1519890432,C1519890432,train,8,1.0,0.21686375,0.24728265
C248211897,C248211897,train,9,1.0,0.24697098,0.28508255
C590920487,C590920487,train,7,1.0,0.146148,0.15849845
C2129197098,C2129197098,train,10,1.0,0.20485137,0.23220102
C1510391871,C1510391871,train,6,1.0,0.22832276,0.26166955
C1868084224,C1868084224,train,12,1.0,0.26379284,0.30620253
C785987087,C785987087,train,15,1.0,0.38174957,0.45429817
C325441489,C325441489,train,25,1.0,0.30303064,0.3554659
C218558993,C218558993,train,23,1.0,0.30239436,0.35466704
C298906210,C298906210,train,6,1.0,0.1032409,0.104628235
C669563371,C669563371,train,7,1.0,0.27014595,0.3141789
C233514651,C233514651,train,13,1.0,0.33549443,0.39622444
C350043001,C350043001,train,15,1.0,0.28843245,0.33713776
C1662241365,C1662241365,train,4,1.0,0.14467125,0.15664437
C1774310379,C1774310379,train,12,1.0,0.3659629,0.43447787
C979594589,C979594589,train,10,1.0,0.20826048,0.23648117
C2116852937,C2116852937,train,3,1.0,0.07009764,0.0630166
C835286210,C835286210,train,3,1.0,0.17333506,0.19263203
C2116300479,C2116300479,train,18,1.0,0.26336777,0.30566883
C1148390150,C1148390150,train,4,1.0,0.11231805,0.116024666
C528690672,C528690672,train,39,1.0,0.34943825,0.41373104
C338472327,C338472327,train,5,1.0,0.24604958,0.2839257
C2072030256,C2072030256,train,34,1.0,0.5409146,0.6541312
C925171074,C925171074,train,5,1.0,0.20011723,0.22625726
C1313381818,C1313381818,train,21,1.0,0.27688962,0.32264563
C775257177,C775257177,train,3,1.0,0.08038753,0.07593565
C1822078212,C1822078212,train,4,1.0,0.22500038,0.25749826
